prompt,command,expected,exact_match,formatting,syntax_valid,tool,flags,args,constraints,safety,overall,reasoning
"Search for the word ""ERROR"" (case‑insensitive) in all "".log"" files under ""/var/log"" and display line numbers.",grep -iE 'ERROR' /var/log/*.log -n,"grep -i -n ""ERROR"" /var/log/*.log",False,True,True,True,2.0,2.0,2.0,True,4.0,"Correct tool and flags, but the -E flag is unnecessary and the order of arguments is slightly off, though still functional."
"Replace every occurrence of ""foo"" with ""bar"" in the file ""config.cfg"" and save changes in‑place.",sed -i 's/foo/bar/g' config.cfg,sed -i 's/foo/bar/g' config.cfg,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"Print the 5th column of a comma‑separated file ""users.csv"" using awk.","awk -F, '{print $5}' users.csv","awk -F',' '{print $5}' users.csv",False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flag for field separator, correct column index and file argument."
Show the current disk usage of all mounted filesystems in human‑readable form.,df -h,df -h,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag used to display disk usage in human-readable form.
"Create a compressed tar archive named ""backup.tar.gz"" containing the directory ""project/"".",tar -czvf backup.tar.gz project/,tar -czvf backup.tar.gz project/,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Display the current IP address(es) of the machine (IPv4 only).,ip addr show | grep inet | awk '{print $2}' | cut -d/ -f1,ip -4 addr show | grep -oP '(?<=inet\s)\d+(\.\d+){3}',False,True,True,True,2.0,2.0,1.0,True,4.0,"Correct tool and approach, but the command could be simplified and may include IPv6 addresses if present."
List the 10 most memory‑intensive processes sorted by RSS.,ps aux --sort=-rss | head -n 10,ps aux --sort=-%mem | head -n 11,False,True,True,True,1.0,1.0,1.0,True,3.0,Uses --sort=-rss which is not the same as sorting by RSS; expected uses --sort=-%mem for memory percentage.
"Create a new user called ""alice"" with a home directory and default shell ""/bin/bash"".",sudo useradd -m -s /bin/bash alice,sudo useradd -m -s /bin/bash alice,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"Add the public SSH key stored in ""~/.ssh/id_rsa.pub"" to the authorized keys of user ""bob"".",ssh-copy-id -i ~/.ssh/id_rsa.pub bob@hostname,cat ~/.ssh/id_rsa.pub | sudo tee -a /home/bob/.ssh/authorized_keys,False,True,True,True,0.0,0.0,0.0,True,1.0,Command lacks hostname and uses ssh-copy-id which may not be available; expected method directly appends key to authorized_keys.
"Synchronize the local directory ""src/"" to the remote server ""backup@example.com"" at ""/home/backup/"" using rsync over SSH, preserving permissions and showing progress.",rsync -avz --progress src/ backup@example.com:/home/backup/,rsync -avz --progress src/ backup@example.com:/home/backup/,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, flags, and arguments; all constraints and requirements are met."
"Create an empty file named ""placeholder.txt"" if it does not already exist.",touch placeholder.txt,touch placeholder.txt,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to create an empty file if it doesn't exist.
"Append the text ""Done"" to the end of the file ""log.txt"".","echo ""Done"" >> log.txt","echo ""Done"" >> log.txt",True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"Count how many times the word ""failed"" appears in ""system.log"" (case‑sensitive).","grep -o ""failed"" system.log | wc -l","grep -o ""failed"" system.log | wc -l",True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and meets all constraints including case-sensitivity."
Display the first 5 entries of the system journal (requires systemd).,journalctl -n 5,journalctl -n 5,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag used to display the first 5 entries of the system journal.
"Show a tree view of the directory ""src/"" up to two levels deep.",tree -L 2 src/,find src/ -maxdepth 2 -print | sed -e 's;[^/]*/;|___;g',False,True,True,True,2.0,2.0,2.0,True,5.0,"Uses the correct tool (tree) with the right flag (-L 2) and argument (src/), fulfilling the input_text requirements."
"Combine the contents of all "".conf"" files in ""/etc/nginx/"" into a single file ""nginx_all.conf"".",cat /etc/nginx/*.conf > nginx_all.conf,cat /etc/nginx/*.conf > nginx_all.conf,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"Kill all processes named ""myapp"" owned by the current user.",pkill -u $(whoami) myapp,pkill -u $USER myapp,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flags; uses $(whoami) which is equivalent to $USER, satisfying the constraint of targeting current user's processes."
Display the current environment variables in alphabetical order.,env | sort,env | sort,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and approach; env lists variables and sort arranges them alphabetically as requested.
"Print the SHA‑256 checksum of the file ""archive.tar.gz"".",sha256sum archive.tar.gz,sha256sum archive.tar.gz,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and argument; matches expected exactly.
"Convert all spaces in ""file.txt"" to tabs using expand.",expand file.txt,expand -t 8 file.txt > file_tabs.txt,False,True,True,True,2.0,1.0,1.0,True,3.0,Correct tool but missing output file specification; uses default behavior which may not match input_text's intent.
"Find all empty files under ""/tmp"" and delete them.",find /tmp -type f -empty -delete,find /tmp -type f -empty -delete,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct args; fully honors the input_text constraints."
"Show the difference between two files ""old.cfg"" and ""new.cfg"" using a side‑by‑side format.",diff -y old.cfg new.cfg,diff -y old.cfg new.cfg,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flag for side-by-side format, and correct file arguments."
"Create a symbolic link named ""latest.log"" that points to ""log_2023_12_31.log"".",ln -s log_2023_12_31.log latest.log,ln -s log_2023_12_31.log latest.log,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"List the top 5 largest files in the current directory and its subdirectories, sorted by size.",du -sh * | sort -rh | head -n 5,find . -type f -exec du -h {} + | sort -rh | head -n 5,False,True,True,True,1.0,1.0,1.0,True,3.0,Uses du -sh * which may not traverse subdirectories correctly; expected uses find for accurate subdirectory traversal.
"Set the system timezone to ""America/New_York"" using timedatectl.",sudo timedatectl set-timezone America/New_York,sudo timedatectl set-timezone America/New_York,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flag, and correct argument matching input_text."
"Monitor real‑time changes to the file ""access.log"" (like tail -f).",tail -f access.log,tail -F access.log,False,True,True,True,1.0,2.0,2.0,True,4.0,Uses -f instead of -F; -F is more robust for monitoring real-time changes as it handles file rotation.
"Compress the file ""large.log"" using gzip and keep the original file.",gzip large.log,gzip -c large.log > large.log.gz,False,True,True,True,0.0,0.0,0.0,False,1.0,"The command gzip large.log compresses the file and deletes the original, violating the 'keep the original file' constraint."
"Decompress the gzipped file ""data.json.gz"" and output to stdout without creating a file.",gunzip -c data.json.gz,gzip -dc data.json.gz,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flag for decompressing and outputting to stdout, but uses gunzip instead of gzip which is also valid."
"Create a Bash array named ""servers"" containing ""host1"", ""host2"", and ""host3"".","servers=(""host1"" ""host2"" ""host3"")",servers=(host1 host2 host3),False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool (Bash array syntax), correct elements, but missing quotes which are not required in this context."
"Loop over the array ""servers"" and ping each host once, printing the result.","for server in ""${servers[@]}""; do ping -c 1 $server; done","for srv in ""${servers[@]}""; do ping -c 1 ""$srv"" && echo ""$srv is up"" || echo ""$srv is down""; done",False,True,True,True,2.0,2.0,0.0,True,3.0,Command uses correct tool (ping) but lacks the explicit check for success/failure as required by input_text.
"Write a one‑liner that prints numbers from 1 to 100, each on a new line, using seq.",seq 1 100,seq 1 100,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and parameters; seq 1 100 outputs numbers 1 to 100 each on a new line as requested.
"Using Bash parameter expansion, remove the file extension from the variable ""filename=""report.pdf"""" and print the base name.","echo ""${filename%.pdf}""","filename=""report.pdf""; echo ""${filename%.*}""",False,True,True,True,2.0,0.0,0.0,True,1.0,Incorrect parameter expansion: uses fixed .pdf instead of dynamic %.* to remove any extension.
"Check if the command ""ffmpeg"" is installed; if not, print a warning message.","if ! command -v ffmpeg &> /dev/null; then echo ""ffmpeg is not installed""; fi","command -v ffmpeg >/dev/null 2>&1 || echo ""ffmpeg is not installed""",False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and logic, but uses a different syntax style; all constraints and flags are met."
"Display the last modification time of the file ""script.sh"" in a human‑readable format.","stat -c ""%y"" script.sh","stat -c ""%y"" script.sh",True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flags; displays the last modification time in a human-readable format as requested.
"Show the 3 most frequently occurring words in ""book.txt"" (ignore case, strip punctuation).",grep -o '[a-zA-Z]+' book.txt | tr -d '[:punct:]' | sort | uniq -c | sort -nr | head -n 3,"tr -c ""[:alnum:]"" ""\n"" < book.txt | tr '[:upper:]' '[:lower:]' | sort | uniq -c | sort -nr | head -n 3",False,True,True,True,1.0,2.0,0.0,True,2.0,Uses grep and tr for word extraction but misses case normalization and punctuation stripping as specified.
"Create a temporary directory and print its path, ensuring it is removed automatically when the script exits.",mktemp -d && echo $TMPDIR && rm -rf $TMPDIR,"tmpdir=$(mktemp -d) && echo ""$tmpdir"" && trap ""rm -rf $tmpdir"" EXIT",False,True,True,True,1.0,1.0,0.0,True,2.0,Command creates and removes directory but does not ensure automatic removal on exit; uses $TMPDIR which may not be set.
"Run the command ""make"" and capture both stdout and stderr to a file ""build.log"" while also displaying it on the console.",make 2>&1 | tee build.log,make 2>&1 | tee build.log,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command structure; captures both stdout and stderr to build.log and displays on console as required.
"Find all lines containing a valid IPv4 address in ""network.log"" and write them to ""ips.txt"".","grep -E '\b[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\b' network.log > ips.txt","grep -Eo '([0-9]{1,3}\.){3}[0-9]{1,3}' network.log > ips.txt",False,True,True,True,2.0,2.0,2.0,True,4.0,Uses a regex to find IPv4 addresses but may include invalid ones; correct tool and output redirection but regex is not fully accurate.
"Show a progress bar while copying a large file ""big.iso"" to ""/mnt/usb/"" using pv.",pv big.iso | sudo dd of=/mnt/usb/big.iso,pv big.iso > /mnt/usb/big.iso,False,True,True,True,2.0,2.0,2.0,True,4.0,Uses pv correctly but unnecessarily uses sudo dd which may not be needed; output path is correct but could be more explicit.
"Set the execute permission for the owner of the script ""deploy.sh"" without changing other permissions.",chmod u+x deploy.sh,chmod u+x deploy.sh,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flag; adds execute permission for owner without affecting others, matching the constraint."
List all open network ports and the associated processes.,netstat -tuln,sudo ss -tulpn,False,True,True,True,1.0,2.0,1.0,True,3.0,"Uses netstat instead of ss, which is less common and may not show all processes without sudo; misses process info."
"Search recursively for the string ""TODO"" in all source files under ""src/"" and display file name and line number.","grep -r --color=auto ""TODO"" src/","grep -R -n ""TODO"" src/",False,True,True,True,1.0,2.0,1.0,True,3.0,Missing -n flag to show line numbers and --color=auto is not required; constraints on line numbers are ignored.
"Create a Bash function called ""mkcd"" that makes a directory and then changes into it.","mkcd() {
  mkdir -p ""$1""
  cd ""$1""
}","mkcd() { mkdir -p ""$1"" && cd ""$1""; }",False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool (Bash function), correct flags and arguments, and all constraints are honored. Minor difference in syntax (use of newline vs &&) does not affect correctness."
Schedule a one‑time system shutdown in 15 minutes with a custom message.,"sudo shutdown -h +15 ""System shutdown in 15 minutes""","sudo shutdown -h +15 ""System will shut down in 15 minutes""",False,True,True,True,2.0,1.0,1.0,True,4.0,"Correct tool and flag for shutdown, correct argument for time, but message differs slightly from expected. Safety is maintained."
"Display the current git branch name in the repository located at ""/home/user/project"".",git rev-parse --abbrev-ref HEAD,git -C /home/user/project rev-parse --abbrev-ref HEAD,False,True,True,True,2.0,0.0,0.0,True,2.0,"Command does not specify the repository path, violating the constraint of targeting ""/home/user/project""."
List all Docker containers (both running and stopped) with their status.,docker ps -a,"docker ps -a --format ""{{.Names}}	{{.Status}}""",False,True,True,True,2.0,1.0,1.0,True,3.0,"Correct tool and flag to list all containers, but does not format output as requested."
"Run a Python one‑liner that prints ""Hello, World!"" from Bash.","echo ""Hello, World!""","python3 -c ""print('Hello, World!')""",False,True,True,False,0.0,0.0,0.0,True,1.0,Used echo instead of python3; wrong tool for running a Python one-liner.
"Find duplicate lines in the file ""list.txt"" and write only the duplicates to ""duplicates.txt"".",awk '!seen[$0]++' list.txt > duplicates.txt,sort list.txt | uniq -d > duplicates.txt,False,True,True,True,2.0,2.0,2.0,True,4.0,"Correct tool and approach but uses awk which is less direct than sort and uniq for this task; however, it achieves the goal."
"Count how many times the word ""ERROR"" appears in logs.txt, case‑insensitive.","grep -i ""ERROR"" logs.txt | wc -l","grep -i ""ERROR"" logs.txt | wc -l",True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags for case-insensitive search, correct argument and output method."
Find all .py files larger than 1 MB in /projects and delete them after confirmation.,"find /projects -type f -name ""*.py"" -size +1M -exec rm {} \;","find /projects -type f -name ""*.py"" -size +1M -exec rm -i {} \;",False,True,True,True,1.0,2.0,1.0,True,3.0,"Command is missing the -i flag for confirmation, violating the 'after confirmation' constraint."
"Show the disk usage of each subdirectory in /var, sorted by size (largest first).",du -sh /var/* | sort -rh,du -sh /var/* | sort -hr,False,True,True,True,2.0,2.0,2.0,True,4.0,"Correct tool and flags, but sort -rh is not standard; expected uses -hr which is more common for human-readable sorting."
"Replace every occurrence of ""foo"" with ""bar"" in config.cfg, editing the file in place.",sed -i 's/foo/bar/g' config.cfg,sed -i 's/foo/bar/g' config.cfg,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"Show the last 5 commits in the current Git repository, one line per commit.",git log -n 5,git log -5 --oneline,False,True,True,True,1.0,2.0,1.0,True,3.0,Correct tool and flag coverage but does not use --oneline to show one line per commit as specified.
Print the usernames of all currently logged‑in users.,whoami,who | awk '{print $1}' | sort | uniq,False,True,True,False,0.0,0.0,0.0,True,1.0,"Wrong tool: 'whoami' prints only the current user, not all logged-in users as requested."
"Convert the PDF report.pdf to a series of PNG images, one per page, stored in the folder images/.",pdftoppng report.pdf -j images/,mkdir -p images && pdftoppm -png report.pdf images/page,False,True,True,True,1.0,1.0,1.0,True,3.0,"Uses pdftoppng which may not be standard, and the output filename is not specified, leading to potential naming issues."
"Show the 20 most memory‑intensive processes, sorted descending, displaying PID, user, and %MEM.",ps aux --sort=-%mem | head -n 20,"ps aux --sort=-%mem | head -n 21 | awk 'NR>1{print $2, $1, $4}'",False,True,True,True,2.0,1.0,0.0,True,2.0,"Correct tool and sorting, but does not filter to only PID, user, and %MEM as required."
"Create a new user called ""devops"" with a home directory and bash as the default shell.",sudo useradd -m -s /bin/bash devops,sudo useradd -m -s /bin/bash devops,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, flags, and arguments; all constraints are honored."
"Set the environment variable APP_ENV to ""production"" for the current session.",export APP_ENV=production,export APP_ENV=production,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and syntax; environment variable is set properly without quotes as they are not needed for the current session.
Append the current timestamp to the file /var/log/heartbeat.log every minute using cron syntax.,"0 * * * * echo ""$(date +%Y-%m-%d %H:%M:%S)"" >> /var/log/heartbeat.log",* * * * * echo $(date '+\%Y-\%m-\%d \%H:\%M:\%S') >> /var/log/heartbeat.log,False,True,True,True,2.0,2.0,1.0,True,4.0,"Correct tool and approach, but the cron syntax uses single quotes incorrectly and the command may not handle escaping properly in cron context."
"Show the differences between the files version1.txt and version2.txt, ignoring whitespace changes.",diff -w version1.txt version2.txt,diff -w version1.txt version2.txt,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flag used to ignore whitespace, and correct file arguments provided."
Mount the ISO image ubuntu.iso to /mnt/iso as read‑only.,"sudo mount -o loop,ro ubuntu.iso /mnt/iso","sudo mount -o loop,ro ubuntu.iso /mnt/iso",True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags for read-only mount, correct arguments matching input_text."
Check whether port 443 is listening on localhost using netcat.,nc -vz localhost 443,nc -zv 127.0.0.1 443,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flags; uses localhost which is equivalent to 127.0.0.1, though expected uses numeric IP."
"Print the total number of lines across all .log files in /var/log, without listing each file.","find /var/log -name ""*.log"" -exec wc -l {} + | awk '{s+=$1} END {print s}'","find /var/log -type f -name ""*.log"" -exec cat {} + | wc -l",False,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and approach but uses a less efficient method; the expected command is more direct but both achieve the goal.
Create a symbolic link named latest.log that points to /var/log/app/2024-03-22.log.,sudo ln -s /var/log/app/2024-03-22.log /var/log/app/latest.log,ln -s /var/log/app/2024-03-22.log latest.log,False,True,True,True,2.0,1.0,1.0,True,3.0,"Correct tool and flags but the target path is incorrect; latest.log should be in the current directory, not /var/log/app."
"Show the IP addresses of all network interfaces, excluding the loopback interface.","ip addr show | grep -v ""lo""",ip -4 addr show | grep -v '127.0.0.1' | awk '/inet/ {print $2}',False,True,True,True,1.0,1.0,1.0,True,3.0,"The command uses 'grep -v ""lo""' which may not fully exclude loopback by IP address; the expected approach is more precise with filtering for 127.0.0.1."
Compress all .log files older than 7 days in /var/log into a single gzip archive named old_logs.tar.gz and delete the originals.,"find /var/log -type f -name ""*.log"" -mtime +7 -exec gzip {} \; && rm -f /var/log/*.log","find /var/log -type f -name ""*.log"" -mtime +7 -print0 | tar --null -czf old_logs.tar.gz --files-from - && find /var/log -type f -name ""*.log"" -mtime +7 -delete",False,True,True,True,1.0,1.0,0.0,False,2.0,Uses gzip and rm which may not handle all files correctly; does not create a tar.gz archive as requested and lacks safety in deleting files.
"Display the first 5 columns of the output of ""ps aux"" using column alignment.",ps aux | column -t -n 5,"ps aux | column -t | awk '{print $1,$2,$3,$4,$5}' | head",False,True,True,True,0.0,0.0,0.0,True,1.0,Incorrect approach: 'column -t -n 5' does not display the first 5 columns but limits the number of columns displayed. The correct method would involve selecting the first 5 columns using tools like awk.
"Run the script deploy.sh with sudo, passing the arguments ""staging"" and ""--force"".",sudo ./deploy.sh staging --force,sudo ./deploy.sh staging --force,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Find all duplicate files (by content) in /home/user/Documents and list each set of duplicates.,find /home/user/Documents -type f -exec md5sum {} + | sort | uniq -d | xargs -I {} find /home/user/Documents -type f -md5sum -print0 | grep -F {} | xargs -0 cat,fdupes -r /home/user/Documents,False,True,True,False,0.0,0.0,0.0,True,1.0,Uses a complex custom command instead of the standard tool 'fdupes' which is designed for this task.
"Replace the first occurrence of ""foo"" with ""bar"" on each line of input.txt and write the result to output.txt.",sed 's/foo/bar/g' input.txt > output.txt,"sed '0,/foo/s//bar/' input.txt > output.txt",False,True,True,True,0.0,2.0,0.0,True,1.0,"The 'g' flag replaces all occurrences, not just the first; the command does not meet the requirement of replacing only the first occurrence per line."
Create a 100 MB file filled with zeros named zero.bin using dd.,dd if=/dev/zero of=zero.bin bs=1M count=100,dd if=/dev/zero of=zero.bin bs=1M count=100,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
Show a tree view of the directory /etc limited to depth 2.,tree -L 2 /etc,tree -L 2 /etc,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flag for depth, and correct argument; fully matches expected."
Print the current user's default shell as defined in /etc/passwd.,echo $SHELL,getent passwd $USER | cut -d: -f7,False,True,True,True,0.0,0.0,0.0,True,1.0,Uses $SHELL which may not reflect /etc/passwd; expected uses getent and cut to directly read from /etc/passwd as specified.
Schedule a one‑time job to run /usr/local/bin/cleanup.sh at 02:30 AM tomorrow using at.,at 02:30 tomorrow /usr/local/bin/cleanup.sh,"echo ""/usr/local/bin/cleanup.sh"" | at 02:30 tomorrow",False,True,True,True,0.0,0.0,0.0,True,1.0,"Incorrect usage of at command; the command should pipe the script to at, not pass it as an argument."
"Extract the third column from the CSV file data.csv, assuming commas as separators.","cut -d, -f3 data.csv","cut -d',' -f3 data.csv",False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct delimiter and field selection; uses proper syntax with quotes for the delimiter."
"Show the total size of all files in /var/www, displayed in human‑readable format.",du -sh /var/www,du -sh /var/www,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"Convert all .wav audio files in music/ to .mp3 using ffmpeg, preserving the original filenames.",ffmpeg -i music/*.wav -c:a libmp3lame music/%(basename)s.mp3,"for f in music/*.wav; do ffmpeg -i ""$f"" ""${f%.wav}.mp3""; done",False,True,False,True,2.0,0.0,0.0,True,1.0,Uses ffmpeg with correct codec but incorrect filename handling; syntax invalid due to shell expansion issues.
Display a progress bar while copying a large directory /src to /dst using rsync.,rsync -avz /src/ /dst/ --progress,rsync -a --info=progress2 /src/ /dst/,False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool with -a flag, but --progress is more direct for progress bar than --info=progress2; args are correct."
Print the names of all Docker containers that are currently stopped.,docker ps -a --filter status=exited,"docker ps -a --filter ""status=exited"" --format ""{{.Names}}""",False,True,True,True,1.0,1.0,0.0,True,3.0,Correct tool and flag for stopped containers but missing --format to output only names as expected.
Generate a UUID and store it in the variable NEW_ID.,NEW_ID=$(uuidgen),NEW_ID=$(uuidgen),True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command to generate UUID and assign to variable.
Show the top 5 most common HTTP status codes in access.log.,awk '{print $9}' access.log | sort | uniq -c | sort -nr | head -n 5,awk '{print $9}' access.log | sort | uniq -c | sort -nr | head -n 5,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command structure; all required steps are present and correct.
"Run a Python one‑liner that prints ""Hello, World!"" from the shell.","echo ""Hello, World!""","python3 -c ""print('Hello, World!')""",False,True,True,False,0.0,0.0,0.0,True,1.0,Used echo instead of python3 -c; wrong tool for running a Python one-liner.
Show the SHA‑256 checksum of the file archive.zip.,sha256sum archive.zip,sha256sum archive.zip,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and command with proper argument; fully meets the input_text requirements.
Replace all tabs with four spaces in source.c and edit the file in place.,sed -i 's/\t/    /g' source.c,expand -t 4 source.c > source_tmp.c && mv source_tmp.c source.c,False,True,True,True,2.0,2.0,2.0,True,5.0,Uses sed correctly with -i for in-place edit and correct tab-to-space substitution; meets all constraints.
"Find all processes owned by user ""alice"" that are using more than 500 MB of RSS memory.",ps aux --sort=-rss | grep -E 'alice|grep' | awk '{if ($6 > 500) print $2}',"ps -u alice -o pid,rss,cmd --sort=-rss | awk '$2>500000 {print $0}'",False,True,True,True,1.0,1.0,1.0,True,3.0,Uses incorrect RSS unit (500 instead of 500000) and does not properly filter processes; constraints not fully honored.
Create a Bash array named files containing all .txt files in the current directory.,files=(*.txt),files=( *.txt ),False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool (Bash) and approach, but spacing around parentheses is optional; command is valid and meets the requirement."
Copy the file secret.key to the remote host backup.example.com:/backups/ using scp with verbose output.,scp -v secret.key backup.example.com:/backups/,scp -v secret.key backup.example.com:/backups/,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments, and all constraints are honored."
"List the last 100 lines of the combined system journal, filtered for entries with priority warning or higher.",journalctl -xe | tail -n 100 | grep -E 'WARNING|ERROR',journalctl -p warning -n 100,False,True,True,True,0.0,0.0,0.0,True,1.0,"Uses incorrect approach by piping to grep instead of using journalctl's -p flag to filter by priority, missing the correct flag for the task."
Generate a random hexadecimal string of length 32 and store it in variable TOKEN.,TOKEN=$(openssl rand -hex 32),TOKEN=$(openssl rand -hex 16),False,True,True,True,2.0,0.0,0.0,True,2.0,"Correct tool and flag, but the input_text asks for 32 characters while expected uses 16; args value is incorrect."
"Show the difference between two directories dirA and dirB, ignoring empty files.",diff -r --exclude='*.pyc' dirA dirB,"diff -qr dirA dirB | grep -v ""Only in""",False,True,True,True,0.0,0.0,0.0,True,1.0,The command does not ignore empty files and the --exclude flag is not relevant to the task. The expected command better matches the input_text.
Print the current working directory without a trailing newline.,pwd -P,pwd -P,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flag; pwd -P prints the physical directory without a trailing newline as requested.
Compress the directory logs/ into logs.tar.bz2 using bzip2 compression.,tar -cjvf logs.tar.bz2 logs/,tar -cjf logs.tar.bz2 logs/,False,True,True,True,1.0,2.0,2.0,True,4.0,"Correct tool and flags, but the 'v' flag for verbose is unnecessary and not required by the input_text."
Find all symbolic links in /usr/local that are broken.,find /usr/local -type l -xtype l -exec test -e {} \;,find /usr/local -xtype l,False,True,True,True,2.0,2.0,2.0,True,4.0,The command is correct but uses a more complex method than necessary; -xtype l directly finds broken symlinks.
Display the first 5 lines of each .md file in docs/ with the filename as a header.,grep -rl '\.md' docs/ | xargs head -n 5,"for f in docs/*.md; do echo ""=== $f ===""; head -n5 ""$f""; done",False,True,True,False,0.0,0.0,0.0,True,1.0,Command does not include filename headers as required by input_text; uses wrong tool (grep instead of for loop).
"Show the last 20 lines of ""log.txt"" and follow new entries",tail -f log.txt | tail -n 20,tail -n 20 -f log.txt,False,True,True,True,2.0,2.0,2.0,True,4.0,"Correct tool and flags, but the command structure is less efficient; expected uses a single tail command with both flags."
"Count how many times the word ""success"" appears in ""output.txt""","grep -o ""success"" output.txt | wc -l","grep -o ""success"" output.txt | wc -l",True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flags; correct argument and constraint handling.
"Replace all occurrences of ""foo"" with ""bar"" in ""data.txt"" and save to a new file",sed -i 's/foo/bar/g' data.txt,sed 's/foo/bar/g' data.txt > data_fixed.txt,False,True,True,True,2.0,0.0,0.0,True,2.0,The command modifies the original file instead of saving to a new file as requested.
"Extract the third column from a CSV file ""data.csv""","cut -d, -f3 data.csv","cut -d',' -f3 data.csv",False,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool and flags; uses -d, for comma delimiter and -f3 for third column, but expected uses -d',' which is also valid."
"Download a file from ""https://example.com/file.tar.gz"" using wget",wget https://example.com/file.tar.gz,wget https://example.com/file.tar.gz,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct URL argument, and no constraints to honor; command is fully correct."
"Extract the tar.gz archive ""archive.tar.gz"" into the current directory",tar -xzvf archive.tar.gz,tar -xzvf archive.tar.gz,True,True,True,True,2.0,2.0,2.0,True,5.0,Correct tool and flags; extracts the specified archive into the current directory as intended.
Display the last 5 processes started by the current user,"ps -u $USER -o pid,cmd,%mem,%cpu --sort=-%cpu,--reverse | head -n 5",ps -u $USER --sort=start_time | tail -n 5,False,True,True,True,1.0,1.0,1.0,True,3.0,Uses incorrect sorting and filtering; does not directly address 'last 5 processes started' as expected.
"Uncompress the zip file ""logs.zip"" into the ""logs"" directory",unzip logs.zip -d logs,unzip logs.zip -d logs,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct arguments; fully matches expected command."
Show the IP address(es) of the machine,ip addr show,hostname -I,False,True,True,True,2.0,2.0,2.0,True,4.0,Correct tool but not the expected command; 'ip addr show' is valid but not the most direct way to show IP addresses.
Ping google.com 4 times and display only the summary line,ping -c 4 google.com | tail -n 1,ping -c 4 google.com | tail -n 1,True,True,True,True,2.0,2.0,2.0,True,5.0,"Correct tool, correct flags, correct args, and correct constraint of displaying only the summary line."
